,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
project,0.12369942196531791,0.16936416184971098,0.04508670520231214,0.06531791907514452,0.10346820809248554,0.07341040462427745,0.030635838150289016,0.3890173410404624
gutenberg,0.09915966386554623,0.21008403361344538,0.03529411764705882,0.09411764705882353,0.0823529411764706,0.09411764705882353,0.04873949579831933,0.33613445378151263
ebook,0.09254498714652958,0.19280205655526994,0.02827763496143959,0.12339331619537275,0.10025706940874037,0.053984575835475584,0.08226221079691518,0.3264781491002571
guide,0.06951871657754011,0.14438502673796794,0.0374331550802139,0.11229946524064172,0.08021390374331551,0.0748663101604278,0.06951871657754011,0.411764705882353
life,0.09308966304968588,0.1633352370074243,0.057681324957167324,0.1316390633923472,0.1422044545973729,0.10793832095945172,0.07624214734437464,0.22786978869217586
literature,0.08970099667774088,0.15780730897009967,0.04485049833887044,0.11627906976744187,0.14285714285714285,0.08471760797342193,0.08637873754152825,0.27740863787375414
southwest,0.08598726114649681,0.16454352441613587,0.041401273885350316,0.13481953290870488,0.12101910828025478,0.089171974522293,0.09023354564755838,0.27282377919320594
j.,0.058394160583941604,0.18248175182481752,0.046228710462287104,0.11678832116788321,0.10218978102189781,0.07542579075425791,0.051094890510948905,0.36739659367396593
frank,0.0565110565110565,0.14004914004914004,0.05405405405405406,0.10810810810810811,0.09090909090909091,0.07616707616707616,0.051597051597051594,0.42260442260442255
dobie,0.05714285714285714,0.17142857142857143,0.036734693877551024,0.1306122448979592,0.08571428571428572,0.05714285714285714,0.04081632653061224,0.42040816326530617
use,0.12371134020618556,0.17525773195876287,0.07216494845360824,0.13058419243986252,0.13917525773195874,0.06872852233676975,0.054982817869415807,0.2353951890034364
anyone,0.1278772378516624,0.15856777493606142,0.06649616368286446,0.1381074168797954,0.14066496163682868,0.10485933503836317,0.05626598465473147,0.2071611253196931
almost,0.12083729781160799,0.1493815413891532,0.071360608943863,0.14081826831588964,0.12559467174119887,0.12369172216936251,0.08277830637488107,0.18553758325404376
may,0.10174880763116056,0.16534181240063592,0.07578166401695813,0.127715951245363,0.13354531001589823,0.11393746687864334,0.068362480127186,0.21356650768415472
copy,0.18154761904761907,0.11309523809523811,0.0654761904761905,0.08333333333333334,0.04464285714285715,0.08035714285714288,0.03571428571428572,0.3958333333333334
give,0.10288582183186952,0.18820577164366376,0.046424090338770395,0.11166875784190718,0.14554579673776663,0.09661229611041407,0.08406524466750315,0.2245922208281054
away,0.11069651741293532,0.15547263681592038,0.060945273631840796,0.17288557213930347,0.11194029850746268,0.12437810945273631,0.07462686567164178,0.18905472636815918
terms,0.11032863849765258,0.13380281690140844,0.04460093896713615,0.10328638497652583,0.11971830985915492,0.05868544600938967,0.046948356807511735,0.3826291079812207
license,0.11214953271028037,0.23364485981308414,0.04672897196261683,0.08411214953271029,0.11682242990654207,0.07009345794392524,0.042056074766355145,0.294392523364486
included,0.07692307692307693,0.2097902097902098,0.04195804195804195,0.11888111888111887,0.11188811188811189,0.06293706293706293,0.06293706293706293,0.3146853146853147
title,0.0430622009569378,0.14832535885167467,0.05263157894736843,0.05741626794258373,0.10047846889952154,0.04784688995215311,0.028708133971291867,0.521531100478469
author,0.07608695652173914,0.14130434782608695,0.03985507246376812,0.05072463768115942,0.11231884057971014,0.07608695652173914,0.05072463768115942,0.45289855072463764
date,0.0851063829787234,0.19148936170212766,0.0425531914893617,0.11914893617021276,0.11063829787234043,0.10212765957446808,0.0425531914893617,0.30638297872340425
language,0.1132075471698113,0.18867924528301885,0.05660377358490565,0.13207547169811318,0.10377358490566037,0.06603773584905659,0.05660377358490565,0.28301886792452824
