,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
0,37.12,51.58,15.8,15.88,31.7,23.84,5.76,123.14
1,7.86,20.0,5.08,5.84,7.28,10.66,1.7,32.18
2,4.04,10.26,3.9,4.84,5.78,5.68,1.9,18.5
3,0.02,0.26,0.0,0.1,0.12,0.02,0.08,0.38
4,2.04,3.0,0.86,2.7,1.62,2.18,1.48,2.28
5,12.34,20.5,7.72,12.02,16.3,7.74,5.12,26.52
6,12.96,18.54,8.78,17.78,14.68,15.38,8.36,22.28
7,32.38,52.86,23.4,37.4,39.0,34.84,19.38,71.82
8,10.76,6.36,5.0,4.4,2.94,4.38,1.94,23.2
9,12.28,27.06,8.5,16.42,20.38,16.3,10.9,35.64
10,17.84,31.7,11.76,25.18,21.86,21.2,15.32,32.26
11,8.62,9.84,3.5,5.8,9.22,4.22,3.32,29.32
12,4.6,9.26,2.7,3.96,5.36,3.98,1.58,11.8
13,31.52,52.14,20.14,43.88,44.34,33.34,25.0,67.16
14,1.88,2.94,1.04,3.04,2.0,2.18,1.34,2.8
15,4.7,8.9,3.16,7.44,6.84,5.34,3.42,14.3
16,2.14,14.54,1.52,2.94,3.06,2.78,2.06,6.54
17,1.36,6.7,1.66,2.52,3.36,1.76,0.62,8.78
18,0.34,2.68,0.6,0.36,1.46,0.52,0.28,5.1
19,10.46,52.82,7.18,14.52,52.4,14.02,42.12,27.22
20,0.04,0.1,0.0,0.1,0.08,0.02,0.04,0.34
21,4.92,7.98,3.46,6.86,7.2,5.66,4.16,8.14
22,0.08,0.12,0.02,0.16,0.08,0.06,0.1,0.18
23,18.2,42.06,13.48,29.36,26.86,21.02,14.68,51.86
24,2.24,4.96,2.4,1.54,1.7,2.54,0.26,11.04
25,28.58,49.3,18.74,39.36,34.36,29.12,17.98,66.02
26,8.16,19.24,5.28,14.28,12.88,9.82,6.28,33.06
27,23.78,39.04,15.7,34.78,29.82,26.96,16.14,54.76
28,2.5,13.66,2.0,5.8,5.3,3.42,2.2,30.9
29,4.7,16.46,4.4,9.3,7.38,7.12,2.92,38.22
30,2.24,2.9,1.44,2.86,2.46,2.52,1.22,3.82
31,14.04,19.72,7.1,17.18,13.7,11.24,9.08,27.32
32,0.16,0.16,0.06,0.64,0.12,0.06,0.14,0.28
33,1.58,2.74,0.88,1.78,2.18,1.36,1.22,2.62
34,0.88,1.38,0.24,1.1,1.06,0.54,0.7,1.14
35,1.6,2.86,0.66,1.86,2.02,1.14,1.5,2.18
36,20.36,101.1,13.26,28.82,25.94,25.34,15.44,39.52
37,2.9,7.22,0.92,3.14,2.62,2.58,1.92,4.14
38,0.26,0.62,0.08,0.26,0.18,0.46,0.14,0.56
39,2.42,2.86,1.3,2.96,2.22,2.7,1.48,3.3
40,1.14,2.44,0.48,1.54,2.04,1.0,1.08,2.46
41,0.28,0.76,0.12,0.42,0.56,0.32,0.28,0.76
42,5.84,9.62,4.3,8.74,6.38,6.92,4.14,12.76
43,34.22,177.8,23.54,49.4,48.3,39.26,29.36,78.82
44,3.04,5.24,1.78,4.44,3.52,3.18,2.34,7.46
45,0.54,2.42,1.02,1.22,1.76,0.8,0.76,4.06
46,9.44,16.36,6.56,17.48,12.96,12.86,7.82,22.8
47,6.28,9.08,4.28,7.5,8.4,6.78,4.5,11.38
48,1.94,2.08,1.1,2.68,1.3,1.4,1.06,2.06
49,3.34,4.34,1.48,4.32,3.7,2.74,1.92,4.44
50,5.76,7.52,3.62,9.06,5.34,6.9,3.92,9.24
51,8.64,12.36,6.02,12.26,10.58,10.84,6.84,13.58
52,4.52,8.58,4.32,7.48,8.7,4.5,3.64,15.34
53,1.24,1.06,0.8,1.38,0.58,1.06,0.64,0.7
54,1.42,1.72,0.82,2.26,1.38,1.56,0.9,1.98
55,3.96,6.28,2.26,13.44,3.64,11.26,2.88,6.72
56,0.96,1.26,0.28,1.04,1.26,0.58,0.82,1.36
57,87.02,138.18,56.12,126.22,111.02,101.46,64.44,188.14
58,4.98,8.54,2.72,7.32,6.62,4.96,3.84,10.66
59,3.2,4.98,1.76,3.74,4.12,3.48,2.34,5.56
60,0.42,0.38,0.64,0.58,0.26,0.12,0.18,1.34
61,9.02,17.04,6.38,15.04,16.1,12.52,9.54,18.78
62,3.28,4.66,2.14,4.12,3.7,3.96,2.54,3.86
