,negative,positive
gutenberg,0.17730496453900707,0.8226950354609929
's,0.23647798742138365,0.7635220125786164
penitente,0.19018404907975459,0.8098159509202453
moradas,0.2727272727272727,0.7272727272727273
abiquiú,0.26704545454545453,0.7329545454545454
e.,0.5196506550218342,0.48034934497816595
use,0.30869565217391304,0.691304347826087
may,0.45966709346991036,0.5403329065300897
copy,0.5574614065180103,0.44253859348198976
terms,0.1935483870967742,0.8064516129032258
project,0.23198924731182796,0.768010752688172
license,0.17109634551495018,0.8289036544850498
date,0.09714285714285714,0.9028571428571429
figure,0.25,0.75
work,0.2720247295208655,0.7279752704791345
first,0.32779097387173395,0.672209026128266
small,0.6258503401360545,0.3741496598639456
full,0.16815742397137748,0.8318425760286225
history,0.15625,0.84375
movement,0.3076923076923077,0.6923076923076923
artifacts,0.14814814814814817,0.8518518518518519
cross,0.7681159420289855,0.2318840579710145
cruz,0.5161290322580645,0.48387096774193544
size,0.3783783783783784,0.6216216216216216
centimeters,0.9090909090909091,0.09090909090909091
south,0.275,0.725
morada,0.3416666666666666,0.6583333333333333
center,0.037037037037037035,0.9629629629629629
room,0.34782608695652173,0.6521739130434783
manufacture,0.30666666666666664,0.6933333333333334
new,0.2012578616352201,0.7987421383647798
mexico,0.28571428571428575,0.7142857142857143
brotherhood,0.09375,0.90625
traditional,0.030303030303030304,0.9696969696969697
social,0.22727272727272727,0.7727272727272726
religious,0.3116883116883117,0.6883116883116883
penitentes,0.4117647058823529,0.5882352941176471
two,0.3033707865168539,0.6966292134831461
study,0.12121212121212123,0.8787878787878788
special,0.11827956989247314,0.8817204301075269
culture,0.0851063829787234,0.9148936170212765
spanish,0.1923076923076923,0.8076923076923077
called,0.21818181818181817,0.7818181818181817
hispano,0.15384615384615385,0.8461538461538461
physical,0.4166666666666667,0.5833333333333334
equipment,0.2878787878787879,0.7121212121212122
found,0.1568627450980392,0.8431372549019608
also,0.240566037735849,0.7594339622641509
local,0.34285714285714286,0.6571428571428571
images,0.4545454545454546,0.5454545454545455
santa,0.33783783783783783,0.6621621621621622
fe,0.24137931034482754,0.7586206896551724
niño,0.27586206896551724,0.7241379310344827
de,0.29813664596273287,0.7018633540372671
church,0.25,0.75
father,0.3846153846153846,0.6153846153846154
made,0.2518518518518518,0.7481481481481481
common,0.20754716981132074,0.7924528301886792
official,0.2903225806451613,0.7096774193548387
la,0.41666666666666663,0.5833333333333334
muerte,0.5789473684210527,0.42105263157894735
death,0.5666666666666667,0.43333333333333335
however,0.23199999999999998,0.768
rosary,0.40740740740740744,0.5925925925925926
lenten,0.3478260869565218,0.6521739130434783
passion,0.43749999999999994,0.5625
jesus,0.4912280701754386,0.5087719298245614
wooden,0.6666666666666667,0.33333333333333337
used,0.2226890756302521,0.7773109243697479
cart,0.5454545454545454,0.45454545454545453
states,0.12797619047619047,0.8720238095238095
information,0.05185185185185185,0.9481481481481482
including,0.2075134168157424,0.7924865831842576
one,0.2894333843797856,0.7105666156202144
mexican,0.42105263157894735,0.5789473684210527
within,0.25688073394495414,0.743119266055046
bell,0.4736842105263158,0.5263157894736842
even,0.3333333333333333,0.6666666666666666
earlier,0.39344262295081966,0.6065573770491804
settlers,0.2777777777777778,0.7222222222222222
without,0.2648648648648649,0.7351351351351351
mission,0.23478260869565218,0.7652173913043478
end,0.2941176470588235,0.7058823529411764
franciscan,0.2962962962962963,0.7037037037037036
life,0.4,0.6
clearly,0.16666666666666669,0.8333333333333334
third,0.5592105263157895,0.44078947368421056
order,0.19444444444444445,0.8055555555555556
st.,0.4186046511627907,0.5813953488372093
1776,0.3181818181818181,0.6818181818181818
fray,0.45,0.5499999999999999
domínguez,0.2777777777777778,0.7222222222222222
resident,0.32142857142857145,0.6785714285714286
priest,0.2916666666666667,0.7083333333333334
lady,0.5483870967741936,0.4516129032258065
santo,0.2608695652173913,0.7391304347826088
tomás,0.2608695652173913,0.7391304347826088
...,0.3881578947368421,0.6118421052631579
days,0.24489795918367344,0.7551020408163265
saint,0.1847826086956522,0.8152173913043479
image,0.45454545454545453,0.5454545454545454
east,0.47058823529411764,0.5294117647058824
black,0.6176470588235293,0.38235294117647056
juan,0.41935483870967744,0.5806451612903226
objects,0.4736842105263158,0.5263157894736842
crown,0.4736842105263158,0.5263157894736842
san,0.3157894736842105,0.6842105263157895
must,0.37637362637362637,0.6236263736263736
united,0.07597535934291581,0.9240246406570841
set,0.2874109263657957,0.7125890736342042
adobe,0.23076923076923075,0.7692307692307692
walls,0.39999999999999997,0.6
wood,0.5319148936170213,0.46808510638297873
frame,0.4,0.6
provide,0.35158501440922185,0.648414985590778
foundation,0.1525679758308157,0.8474320241691843
form,0.18257261410788383,0.817427385892116
sanctuary,0.21428571428571427,0.7857142857142856
side,0.375,0.625
design,0.11267605633802819,0.8873239436619719
west,0.42622950819672134,0.5737704918032788
public,0.03153153153153153,0.9684684684684685
altar,0.4390243902439025,0.5609756097560976
tin,0.40909090909090906,0.5909090909090908
carved,0.5348837209302325,0.46511627906976744
painted,0.4716981132075472,0.5283018867924528
right,0.3520408163265306,0.6479591836734693
guadalupe,0.47619047619047616,0.5238095238095238
mother,0.5909090909090908,0.40909090909090906
gessoed,0.5,0.5
white,0.3786008230452675,0.6213991769547326
saints,0.39999999999999997,0.6
dressed,0.4444444444444444,0.5555555555555555
cristo,0.4666666666666666,0.5333333333333333
bulto,0.5,0.5
crucifixion,0.6666666666666666,0.3333333333333333
replacement,0.45936395759717313,0.5406360424028269
john,0.5933562428407789,0.4066437571592211
nepomuk,0.42105263157894735,0.5789473684210527
state,0.15584415584415584,0.8441558441558441
literary,0.14556040756914118,0.8544395924308588
associated,0.2164705882352941,0.7835294117647058
works,0.22508305647840532,0.7749169435215946
copyright,0.2396694214876033,0.7603305785123968
forth,0.30333333333333334,0.6966666666666667
distributing,0.3,0.7
gutenberg-tm,0.26337448559670784,0.7366255144032922
electronic,0.30335241210139,0.6966475878986099
trademark,0.3181818181818182,0.6818181818181818
copies,0.46296296296296297,0.537037037037037
distribution,0.19298245614035087,0.8070175438596491
agree,0.28901734104046245,0.7109826589595376
agreement,0.23674475955610358,0.7632552404438965
paid,0.4103343465045593,0.5896656534954408
fee,0.543424317617866,0.456575682382134
access,0.4864864864864865,0.5135135135135135
refund,0.45098039215686275,0.5490196078431373
paragraph,0.4892601431980907,0.5107398568019093
archive,0.14684287812041116,0.8531571218795889
fees,0.27666666666666667,0.7233333333333333
owner,0.3474801061007957,0.6525198938992043
donations,0.10118043844856661,0.8988195615514334
limited,0.5739130434782609,0.4260869565217391
damages,0.5172413793103449,0.4827586206896552
ebook,0.32792207792207795,0.6720779220779222
greylorn,0.36111111111111116,0.638888888888889
almost,0.38181818181818183,0.6181818181818182
