,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
project,0.12633832976445394,0.16059957173447537,0.05032119914346894,0.07066381156316916,0.09421841541755888,0.07173447537473232,0.016059957173447534,0.4100642398286938
gutenberg,0.1007462686567164,0.19402985074626863,0.04477611940298507,0.12686567164179105,0.04850746268656716,0.09701492537313432,0.003731343283582089,0.3843283582089552
ebook,0.1111111111111111,0.1111111111111111,0.04861111111111111,0.25,0.041666666666666664,0.034722222222222224,0.006944444444444444,0.3958333333333333
seaport,0.026315789473684206,0.23684210526315788,0.06578947368421052,0.05263157894736841,0.14473684210526314,0.026315789473684206,0.05263157894736841,0.3947368421052631
virginia,0.07157676348547719,0.14522821576763487,0.07883817427385892,0.12240663900414939,0.09854771784232366,0.08921161825726141,0.0487551867219917,0.3454356846473029
gay,0.043478260869565216,0.2391304347826087,0.043478260869565216,0.10869565217391305,0.08695652173913043,0.06521739130434782,0.08695652173913043,0.32608695652173914
moore,0.0392156862745098,0.17647058823529413,0.23529411764705882,0.0,0.0196078431372549,0.0,0.0,0.5294117647058824
worth,0.07142857142857142,0.17857142857142858,0.03571428571428571,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.0,0.35714285714285715
walter,0.04477611940298508,0.22388059701492538,0.16417910447761194,0.05970149253731343,0.11940298507462686,0.05970149253731343,0.05970149253731343,0.26865671641791045
use,0.13926174496644295,0.1342281879194631,0.06879194630872482,0.21308724832214765,0.1023489932885906,0.08389261744966443,0.04865771812080536,0.20973154362416105
anyone,0.10101010101010101,0.1717171717171717,0.10101010101010101,0.0808080808080808,0.12121212121212122,0.07070707070707072,0.050505050505050504,0.30303030303030304
cost,0.0898876404494382,0.14606741573033707,0.03370786516853933,0.07865168539325844,0.11235955056179776,0.14606741573033707,0.03370786516853933,0.3595505617977528
almost,0.14432989690721654,0.13402061855670105,0.04123711340206186,0.21134020618556704,0.077319587628866,0.12371134020618559,0.07216494845360827,0.19587628865979384
may,0.08771929824561403,0.18226120857699807,0.05847953216374269,0.10428849902534112,0.1276803118908382,0.0838206627680312,0.07309941520467836,0.2826510721247564
copy,0.2011494252873563,0.08045977011494253,0.07471264367816091,0.10344827586206896,0.028735632183908046,0.05172413793103448,0.017241379310344827,0.4425287356321839
give,0.05962059620596206,0.18970189701897017,0.024390243902439025,0.0975609756097561,0.14905149051490513,0.08672086720867209,0.07859078590785908,0.3143631436314363
away,0.10540540540540541,0.15405405405405406,0.08108108108108109,0.17297297297297298,0.08108108108108109,0.10270270270270271,0.08378378378378379,0.21891891891891893
terms,0.12745098039215685,0.10784313725490195,0.053921568627450976,0.08823529411764706,0.10294117647058823,0.03431372549019608,0.03431372549019608,0.45098039215686275
license,0.12977099236641224,0.1984732824427481,0.0534351145038168,0.13740458015267176,0.09923664122137404,0.06870229007633588,0.022900763358778626,0.2900763358778626
included,0.13496932515337423,0.1533742331288344,0.030674846625766874,0.22699386503067487,0.09202453987730062,0.03680981595092025,0.055214723926380375,0.26993865030674846
title,0.10236220472440945,0.14173228346456695,0.12598425196850394,0.08661417322834647,0.04724409448818898,0.07086614173228348,0.06299212598425197,0.3622047244094489
george,0.05688375927452597,0.1731244847485573,0.09315746084089035,0.1079967023907667,0.12036273701566365,0.0807914262159934,0.06677658697444352,0.3009068425391591
washington,0.05788177339901478,0.17282430213464697,0.07348111658456485,0.11042692939244664,0.10960591133004927,0.08702791461412152,0.06978653530377668,0.31896551724137934
's,0.09228441754916793,0.14402420574886535,0.06777609682299546,0.15794251134644477,0.11709531013615733,0.09652042360060513,0.06505295007564296,0.259304084720121
alexandria,0.0632427843803056,0.17232597623089985,0.06621392190152801,0.10398981324278439,0.13539898132427844,0.07640067911714772,0.06281833616298813,0.31960950764006796
author,0.125,0.10416666666666667,0.09375,0.21875,0.041666666666666664,0.010416666666666666,0.010416666666666666,0.3958333333333333
date,0.1360544217687075,0.14285714285714285,0.12244897959183673,0.1360544217687075,0.08843537414965985,0.027210884353741496,0.013605442176870748,0.3333333333333333
december,0.051948051948051945,0.18181818181818182,0.11038961038961038,0.05844155844155844,0.11688311688311688,0.05844155844155844,0.07142857142857142,0.35064935064935066
23,0.024390243902439022,0.26829268292682923,0.12195121951219512,0.048780487804878044,0.12195121951219512,0.024390243902439022,0.024390243902439022,0.36585365853658536
english,0.12753623188405797,0.11594202898550725,0.04927536231884058,0.20869565217391303,0.08405797101449275,0.08405797101449275,0.06956521739130435,0.2608695652173913
prepared,0.0303030303030303,0.2727272727272727,0.045454545454545456,0.045454545454545456,0.10606060606060606,0.045454545454545456,0.07575757575757576,0.37878787878787884
mark,0.09459459459459461,0.21621621621621623,0.013513513513513514,0.18918918918918923,0.08108108108108109,0.10810810810810811,0.05405405405405406,0.24324324324324326
c.,0.088,0.128,0.104,0.18400000000000002,0.07200000000000001,0.07200000000000001,0.024,0.328
distributed,0.11224489795918367,0.17346938775510207,0.0816326530612245,0.2142857142857143,0.06122448979591837,0.0816326530612245,0.010204081632653062,0.2653061224489796
http,0.07142857142857142,0.1857142857142857,0.028571428571428567,0.21428571428571427,0.07142857142857142,0.028571428571428567,0.014285714285714284,0.3857142857142857
note,0.06097560975609757,0.1951219512195122,0.13414634146341464,0.04878048780487805,0.13414634146341464,0.10975609756097561,0.0975609756097561,0.21951219512195122
also,0.10632911392405064,0.16962025316455698,0.08354430379746836,0.1670886075949367,0.09873417721518989,0.08354430379746836,0.05822784810126583,0.2329113924050633
numerous,0.028571428571428567,0.14285714285714285,0.04285714285714285,0.07142857142857142,0.1571428571428571,0.07142857142857142,0.04285714285714285,0.44285714285714284
original,0.027777777777777776,0.125,0.041666666666666664,0.05555555555555555,0.16666666666666666,0.1111111111111111,0.013888888888888888,0.4583333333333333
see,0.06666666666666667,0.15208333333333332,0.07708333333333334,0.14375,0.11875,0.11041666666666668,0.08333333333333334,0.24791666666666665
immediately,0.0779220779220779,0.2597402597402597,0.05194805194805194,0.0909090909090909,0.11688311688311687,0.0779220779220779,0.05194805194805194,0.27272727272727265
illustration,0.09287925696594428,0.14860681114551086,0.06656346749226007,0.1609907120743034,0.13312693498452013,0.0804953560371517,0.06656346749226007,0.25077399380804954
dr.,0.050292397660818715,0.16140350877192983,0.09473684210526316,0.13216374269005848,0.10877192982456141,0.10292397660818713,0.06081871345029239,0.28888888888888886
elisha,0.06666666666666667,0.10476190476190476,0.13333333333333333,0.15238095238095237,0.06666666666666667,0.07619047619047618,0.019047619047619046,0.380952380952381
cullen,0.05084745762711865,0.06779661016949153,0.15254237288135594,0.15254237288135594,0.01694915254237288,0.1016949152542373,0.01694915254237288,0.44067796610169496
dick,0.05726872246696035,0.10572687224669605,0.09691629955947137,0.14537444933920707,0.0748898678414097,0.1145374449339207,0.039647577092511016,0.36563876651982385
james,0.05179282868525897,0.15006640106241698,0.14342629482071714,0.12084993359893757,0.10092961487383798,0.0903054448871182,0.03851261620185923,0.3041168658698539
courtesy,0.02857142857142857,0.22857142857142856,0.08571428571428572,0.0,0.11428571428571428,0.11428571428571428,0.14285714285714288,0.28571428571428575
mount,0.05182926829268293,0.21646341463414637,0.057926829268292686,0.04573170731707317,0.14634146341463417,0.06402439024390244,0.054878048780487805,0.3628048780487805
vernon,0.05182926829268293,0.21646341463414637,0.057926829268292686,0.04573170731707317,0.14634146341463417,0.06402439024390244,0.054878048780487805,0.3628048780487805
ladies,0.08333333333333333,0.15151515151515152,0.03787878787878788,0.1212121212121212,0.16666666666666666,0.07575757575757576,0.09090909090909091,0.2727272727272727
