,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
project,0.12471873995499838,0.1670845387335262,0.05027322404371584,0.05033751205400193,0.10549662487945997,0.07624558019929283,0.02044358727097396,0.40540019286403084
gutenberg,0.09200535953550693,0.22041089772219738,0.04890576150066994,0.05493523894595802,0.08418937025457794,0.11545332737829388,0.025234479678427867,0.358865564984368
ebook,0.0816233470132239,0.18604651162790697,0.05836753305973552,0.07067943456452348,0.12494300045599636,0.08572731418148655,0.05471956224350205,0.3378932968536252
turned,0.10293255131964808,0.1598240469208211,0.07390029325513196,0.14721407624633429,0.12346041055718475,0.11935483870967742,0.10263929618768328,0.17067448680351907
adrift,0.1135135135135135,0.2216216216216216,0.03513513513513514,0.21351351351351353,0.05675675675675675,0.21621621621621623,0.05405405405405406,0.0891891891891892
harry,0.2780487804878049,0.12195121951219513,0.02926829268292683,0.0829268292682927,0.04390243902439025,0.3317073170731708,0.04390243902439025,0.06829268292682929
collingwood,0.13461538461538464,0.23076923076923075,0.0,0.19230769230769232,0.019230769230769232,0.3269230769230769,0.0,0.09615384615384616
use,0.12256586483390607,0.1834669721267659,0.0715922107674685,0.10500190912562046,0.15406643757159222,0.07579228713249332,0.0494463535700649,0.2380679648720886
anyone,0.10700132100396302,0.17965653896961692,0.05151915455746367,0.09907529722589167,0.12945838837516513,0.0845442536327609,0.047556142668428,0.3011889035667107
anywhere,0.052173913043478265,0.20869565217391306,0.052173913043478265,0.13043478260869565,0.11304347826086958,0.1739130434782609,0.060869565217391314,0.20869565217391306
cost,0.1099656357388316,0.1706758304696449,0.06300114547537228,0.10538373424971363,0.11912943871706758,0.07903780068728522,0.06643757159221075,0.286368843069874
almost,0.1011459890383657,0.16857664839727618,0.07058628134861318,0.1408403919614682,0.1338648065105464,0.1288822454741737,0.08486962298621491,0.17123401428334162
may,0.10178699070764832,0.16940671908506075,0.06926375982844889,0.10571837026447461,0.14131522516082914,0.10135811293781272,0.06940671908506076,0.24174410293066476
copy,0.1878415300546448,0.1096311475409836,0.07991803278688524,0.06762295081967212,0.045765027322404374,0.07103825136612021,0.03346994535519125,0.4047131147540983
give,0.08736496007515265,0.18475027399405045,0.05839987474557695,0.10114294661030218,0.1456082667919211,0.1058399874745577,0.08282448723970566,0.23406920306873336
away,0.10048893463715902,0.16855378281008748,0.06587750900669069,0.14436438497169327,0.12403499742665981,0.12300566134843027,0.08646423057128153,0.18721049922799796
terms,0.1178925404277517,0.1421491914449661,0.04277516953573292,0.07459572248304643,0.12519561815336464,0.05529473135106939,0.051382368283776736,0.3907146583202922
