,negative,positive
project,0.24288617886178862,0.7571138211382115
gutenberg,0.2061611374407583,0.7938388625592417
ebook,0.4036697247706422,0.5963302752293579
cave,0.2558139534883721,0.7441860465116279
gold,0.21872227151730259,0.7812777284826975
use,0.3270645952575634,0.6729354047424366
anyone,0.28285714285714286,0.7171428571428572
anywhere,0.39473684210526316,0.6052631578947368
almost,0.4660471765546819,0.533952823445318
may,0.38294744579198825,0.6170525542080117
copy,0.5648484848484848,0.4351515151515151
give,0.34253361641896674,0.6574663835810333
away,0.45308740978348033,0.5469125902165196
terms,0.21948717948717947,0.7805128205128206
license,0.1983695652173913,0.8016304347826088
tale,0.26666666666666666,0.7333333333333333
california,0.3029045643153527,0.6970954356846473
start,0.3008130081300813,0.6991869918699186
https,0.14545454545454545,0.8545454545454545
made,0.399585308056872,0.6004146919431279
note,0.3421828908554572,0.6578171091445427
also,0.3330501274426508,0.6669498725573492
see,0.4008438818565401,0.5991561181434598
fighting,0.6358974358974359,0.3641025641025641
fremont,0.3956043956043956,0.6043956043956044
new,0.2726315789473684,0.7273684210526316
company,0.3573883161512027,0.6426116838487972
first,0.3675989829277152,0.6324010170722848
second,0.4552129221732746,0.5447870778267254
third,0.4267241379310344,0.5732758620689654
young,0.27666896077081904,0.723331039229181
old,0.3730077992539844,0.6269922007460156
story,0.3690773067331671,0.6309226932668328
exciting,0.20408163265306123,0.7959183673469388
days,0.35629251700680276,0.6437074829931972
discovery,0.19113573407202217,0.8088642659279779
lie,0.6772727272727272,0.32272727272727275
hard,0.41565452091767885,0.5843454790823212
fist,0.45000000000000007,0.55
squarely,0.25000000000000006,0.75
morning,0.35567567567567565,0.6443243243243243
marshall,0.38333333333333336,0.6166666666666667
picked,0.3164556962025316,0.6835443037974683
two,0.3865367042339324,0.6134632957660676
yellow,0.3894230769230769,0.6105769230769231
metal,0.19999999999999998,0.7999999999999999
size,0.3620689655172414,0.6379310344827587
shape,0.24358974358974358,0.7564102564102564
building,0.23015873015873017,0.7698412698412698
american,0.3436692506459948,0.6563307493540051
river,0.42935779816513764,0.5706422018348625
miles,0.3558718861209964,0.6441281138790035
northeast,0.2727272727272727,0.7272727272727272
sutter,0.2448979591836735,0.7551020408163266
