,negative,positive
0,79.66,267.38
1,18.42,95.86
2,10.0,23.7
3,2.74,8.24
4,108.8,172.34
5,0.9,2.52
6,1.04,1.74
7,0.24,0.58
8,32.32,53.62
9,4.74,10.96
10,59.36,77.82
11,129.1,198.44
12,39.88,34.94
13,51.02,94.74
14,80.14,96.38
15,19.54,62.36
16,9.0,42.74
17,1.56,6.64
18,7.24,21.22
19,6.78,17.82
20,177.8,286.4
21,8.08,15.86
22,39.9,60.38
23,6.76,16.34
24,6.98,12.74
25,16.08,25.9
26,3.18,13.18
27,1.94,4.28
28,11.9,22.38
29,1013.64,1549.16
30,3.16,3.2
31,5.8,7.74
32,41.92,64.98
33,2.2,7.24
34,6.28,16.24
35,1.26,3.24
36,2.98,6.36
37,0.44,1.16
38,14.44,25.5
39,3.6,7.7
40,15.14,47.38
41,1.3,3.26
42,26.62,45.0
43,3.14,10.84
44,9.2,7.04
45,19.88,26.4
46,3.36,8.24
47,0.36,0.84
48,18.84,46.26
49,4.56,8.44
50,0.46,1.14
51,1.06,3.46
52,133.6,131.24
53,5.36,6.66
54,19.4,17.76
55,4.0,7.62
56,16.34,26.6
57,13.1,23.26
58,8.48,14.98
59,7.98,16.7
60,7.7,11.1
61,0.24,0.18
62,5.0,10.32
63,2.06,2.88
64,44.28,77.64
65,13.72,22.68
66,19.1,25.94
67,26.4,44.72
68,4.72,13.82
69,74.28,119.1
70,21.64,17.62
71,1.06,4.2
72,3.26,8.24
73,3.84,8.34
74,47.54,79.46
75,83.3,149.68
76,2.22,4.26
77,326.22,521.76
78,56.38,185.42
79,6.62,9.64
80,3.12,7.98
81,14.28,32.56
82,1.94,6.02
83,54.88,77.56
84,2.1,5.14
85,10.16,15.8
86,1.8,1.76
87,25.78,47.3
88,1.32,3.7
89,9.94,6.1
90,55.58,92.4
91,26.98,41.46
92,37.18,62.76
93,31.26,49.86
94,5.16,10.36
95,3.64,6.48
96,4.28,4.56
97,26.96,34.9
98,2.66,6.82
99,2.5,2.64
