,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
gutenberg,0.09580838323353294,0.2934131736526946,0.03592814371257485,0.059880239520958084,0.08982035928143713,0.09580838323353294,0.0,0.32934131736526945
's,0.13026052104208416,0.14829659318637275,0.09819639278557114,0.13026052104208416,0.12224448897795591,0.10420841683366733,0.0781563126252505,0.18837675350701402
project,0.12529002320185614,0.1608662026295437,0.02320185614849188,0.12838360402165508,0.09048723897911833,0.03557617942768755,0.04717710750193349,0.3890177880897138
trinity,0.1256771397616468,0.12784398699891658,0.0032502708559046588,0.19934994582881907,0.07692307692307693,0.0065005417118093175,0.07475622968580715,0.3856988082340195
1945-1946,0.14634146341463414,0.2926829268292683,0.0,0.14634146341463414,0.04878048780487805,0.0,0.0,0.36585365853658536
ebook,0.07692307692307693,0.34615384615384615,0.019230769230769232,0.07692307692307693,0.15384615384615385,0.019230769230769232,0.0,0.3076923076923077
use,0.17582417582417584,0.18681318681318682,0.0989010989010989,0.10989010989010989,0.15384615384615385,0.054945054945054944,0.01098901098901099,0.2087912087912088
may,0.19811320754716982,0.16981132075471697,0.14150943396226415,0.0660377358490566,0.05660377358490566,0.10377358490566038,0.0,0.2641509433962264
copy,0.22448979591836735,0.10204081632653061,0.08163265306122448,0.08163265306122448,0.02040816326530612,0.061224489795918366,0.02040816326530612,0.40816326530612246
terms,0.14678899082568808,0.12844036697247707,0.03669724770642202,0.07339449541284404,0.11009174311926606,0.03669724770642202,0.03669724770642202,0.43119266055045874
license,0.1282051282051282,0.23076923076923078,0.05128205128205128,0.10256410256410256,0.1282051282051282,0.07692307692307693,0.02564102564102564,0.2564102564102564
date,0.12121212121212122,0.3333333333333333,0.0,0.12121212121212122,0.030303030303030304,0.030303030303030304,0.0,0.36363636363636365
july,0.10526315789473684,0.18421052631578946,0.006578947368421052,0.19078947368421054,0.046052631578947366,0.013157894736842105,0.06578947368421052,0.3881578947368421
30,0.1388888888888889,0.19444444444444445,0.0,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.3888888888888889
united,0.033707865168539325,0.23595505617977527,0.0,0.1348314606741573,0.02247191011235955,0.02247191011235955,0.0,0.550561797752809
states,0.02702702702702703,0.2072072072072072,0.018018018018018018,0.12612612612612611,0.036036036036036036,0.05405405405405406,0.0,0.5315315315315315
atmospheric,0.14285714285714285,0.1111111111111111,0.031746031746031744,0.30158730158730157,0.015873015873015872,0.07936507936507936,0.12698412698412698,0.19047619047619047
nuclear,0.15579710144927536,0.16666666666666666,0.03985507246376811,0.23550724637681159,0.03985507246376811,0.05434782608695652,0.06521739130434782,0.2427536231884058
weapons,0.15,0.125,0.05,0.2625,0.025,0.1125,0.0625,0.2125
tests,0.1276595744680851,0.1702127659574468,0.02127659574468085,0.2553191489361702,0.0425531914893617,0.06382978723404255,0.06382978723404255,0.2553191489361702
test,0.09947643979057591,0.10471204188481675,0.020942408376963352,0.2617801047120419,0.04712041884816754,0.05235602094240838,0.07853403141361257,0.33507853403141363
personnel,0.06267029972752043,0.11171662125340599,0.013623978201634877,0.26430517711171664,0.043596730245231606,0.0326975476839237,0.035422343324250684,0.4359673024523161
defense,0.17142857142857143,0.22857142857142856,0.0,0.20952380952380953,0.05714285714285714,0.0,0.047619047619047616,0.2857142857142857
agency,0.1875,0.265625,0.0,0.234375,0.03125,0.0,0.015625,0.265625
department,0.14864864864864866,0.14864864864864866,0.02702702702702703,0.22972972972972974,0.06756756756756757,0.02702702702702703,0.05405405405405406,0.2972972972972973
report,0.13445378151260504,0.13445378151260504,0.025210084033613446,0.2184873949579832,0.05042016806722689,0.008403361344537815,0.058823529411764705,0.3697478991596639
