,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
project,0.12254570074475289,0.17129316181448884,0.05145565335138795,0.04536222071767096,0.0988490182802979,0.07379823967501693,0.016926201760324985,0.4197698036560596
gutenberg,0.08021390374331551,0.2459893048128342,0.053475935828877004,0.040106951871657755,0.053475935828877004,0.11229946524064172,0.010695187165775402,0.4037433155080214
mammals,0.0,0.2777777777777778,0.027777777777777783,0.027777777777777783,0.08333333333333334,0.027777777777777783,0.027777777777777783,0.5277777777777778
northwestern,0.054794520547945216,0.19178082191780824,0.04109589041095891,0.06849315068493152,0.12328767123287673,0.08219178082191782,0.04109589041095891,0.3972602739726028
south,0.05128205128205129,0.14102564102564105,0.04487179487179487,0.08333333333333334,0.10256410256410257,0.14743589743589744,0.05128205128205129,0.37820512820512825
dakota,0.04132231404958678,0.15702479338842976,0.04132231404958678,0.05785123966942148,0.12396694214876033,0.09917355371900827,0.049586776859504134,0.4297520661157025
use,0.12320916905444124,0.18624641833810884,0.07449856733524354,0.10888252148997132,0.1432664756446991,0.051575931232091685,0.014326647564469911,0.29799426934097417
may,0.11287758346581875,0.17488076311605721,0.08108108108108107,0.07949125596184418,0.10174880763116056,0.11764705882352941,0.05246422893481716,0.27980922098569155
copy,0.19343065693430658,0.12408759124087591,0.07664233576642336,0.05474452554744526,0.04014598540145986,0.06204379562043796,0.025547445255474453,0.4233576642335766
terms,0.12811387900355872,0.13167259786476868,0.03914590747330961,0.05338078291814946,0.11387900355871886,0.03914590747330961,0.046263345195729534,0.44839857651245546
license,0.10471204188481674,0.2408376963350785,0.05759162303664921,0.07853403141361257,0.10994764397905758,0.08376963350785341,0.03664921465968586,0.28795811518324604
7,0.04069767441860465,0.1744186046511628,0.029069767441860465,0.10465116279069768,0.12790697674418605,0.05813953488372093,0.03488372093023256,0.4302325581395349
distributed,0.03289473684210526,0.2894736842105263,0.05263157894736842,0.07236842105263158,0.11184210526315788,0.05921052631578947,0.013157894736842105,0.36842105263157887
kansas,0.08695652173913045,0.4347826086956522,0.02173913043478261,0.02173913043478261,0.03260869565217391,0.02173913043478261,0.04347826086956522,0.3369565217391305
18,0.08910891089108912,0.16831683168316833,0.0297029702970297,0.15841584158415842,0.0594059405940594,0.18811881188118812,0.0594059405940594,0.24752475247524752
's,0.08064516129032256,0.14746543778801843,0.057603686635944694,0.14746543778801843,0.10368663594470044,0.14746543778801843,0.05299539170506911,0.2626728110599078
western,0.058823529411764705,0.1764705882352941,0.0,0.11764705882352941,0.058823529411764705,0.1764705882352941,0.058823529411764705,0.3529411764705882
adjacent,0.07352941176470588,0.16176470588235295,0.04411764705882353,0.08823529411764706,0.08823529411764706,0.17647058823529413,0.04411764705882353,0.3235294117647059
montana,0.02,0.18,0.0,0.08,0.06,0.2,0.04,0.42000000000000004
relatively,0.05590062111801242,0.18012422360248445,0.049689440993788817,0.10559006211180123,0.13043478260869565,0.12422360248447203,0.049689440993788817,0.30434782608695654
known,0.010638297872340427,0.15957446808510642,0.03191489361702128,0.09574468085106384,0.14893617021276598,0.13829787234042556,0.03191489361702128,0.3829787234042554
part,0.06299212598425198,0.1456692913385827,0.07480314960629922,0.1377952755905512,0.10236220472440946,0.1377952755905512,0.05511811023622047,0.28346456692913385
plains,0.03703703703703704,0.1851851851851852,0.07407407407407408,0.1851851851851852,0.14814814814814817,0.1851851851851852,0.03703703703703704,0.14814814814814817
area,0.05118110236220473,0.1889763779527559,0.03149606299212599,0.15748031496062992,0.0984251968503937,0.1437007874015748,0.0610236220472441,0.2677165354330709
present,0.007380073800738007,0.2029520295202952,0.014760147601476014,0.055350553505535055,0.1992619926199262,0.06642066420664207,0.17343173431734318,0.28044280442804426
information,0.0202020202020202,0.18686868686868685,0.0202020202020202,0.060606060606060594,0.14141414141414138,0.0808080808080808,0.0404040404040404,0.4494949494949494
harding,0.030150753768844223,0.11557788944723618,0.02512562814070352,0.05025125628140704,0.1105527638190955,0.11557788944723618,0.030150753768844223,0.5226130653266332
county,0.03293413173652695,0.12275449101796407,0.023952095808383235,0.05089820359281437,0.08982035928143713,0.11377245508982035,0.03592814371257485,0.5299401197604791
species,0.05581395348837209,0.16279069767441862,0.03255813953488372,0.10697674418604651,0.12558139534883722,0.10232558139534885,0.051162790697674425,0.36279069767441857
occur,0.04347826086956522,0.2608695652173913,0.02173913043478261,0.02173913043478261,0.13043478260869565,0.10869565217391305,0.08695652173913045,0.32608695652173914
miles,0.027397260273972605,0.1917808219178082,0.06164383561643836,0.10273972602739727,0.07534246575342467,0.17808219178082194,0.07534246575342467,0.28767123287671237
1,0.024122807017543865,0.20833333333333337,0.057017543859649134,0.16447368421052633,0.11842105263157897,0.15570175438596492,0.03289473684210527,0.2390350877192983
missouri,0.019607843137254905,0.09803921568627452,0.0,0.03921568627450981,0.13725490196078433,0.11764705882352941,0.11764705882352941,0.47058823529411764
one,0.06177156177156176,0.15384615384615383,0.058275058275058265,0.13636363636363633,0.11888111888111885,0.13170163170163168,0.06759906759906759,0.2715617715617715
hills,0.05555555555555556,0.16161616161616163,0.025252525252525252,0.09595959595959595,0.09595959595959595,0.25252525252525254,0.05555555555555556,0.25757575757575757
short,0.047619047619047616,0.1523809523809524,0.02857142857142857,0.12380952380952381,0.08571428571428572,0.20952380952380953,0.0380952380952381,0.3142857142857143
buttes,0.09374999999999999,0.10937499999999999,0.023437499999999997,0.1015625,0.0859375,0.203125,0.078125,0.3046875
late,0.039735099337748346,0.09933774834437087,0.033112582781456956,0.07284768211920531,0.11920529801324506,0.3841059602649007,0.06622516556291391,0.18543046357615894
slim,0.11864406779661016,0.0847457627118644,0.0,0.15254237288135591,0.0847457627118644,0.20338983050847456,0.11864406779661016,0.23728813559322032
north,0.034482758620689655,0.1793103448275862,0.055172413793103454,0.06896551724137931,0.10344827586206896,0.11034482758620691,0.08275862068965517,0.36551724137931035
cave,0.0945945945945946,0.08108108108108109,0.04054054054054054,0.14864864864864868,0.12162162162162163,0.1891891891891892,0.0945945945945946,0.22972972972972974
east,0.023809523809523808,0.19047619047619047,0.0,0.023809523809523808,0.21428571428571427,0.16666666666666666,0.047619047619047616,0.3333333333333333
west,0.0,0.175,0.025,0.05,0.05,0.275,0.025,0.4
pine,0.026086956521739126,0.21739130434782605,0.008695652173913042,0.04347826086956521,0.09565217391304347,0.3304347826086956,0.04347826086956521,0.23478260869565215
long,0.03333333333333333,0.3190476190476191,0.004761904761904762,0.09523809523809523,0.08095238095238096,0.15714285714285714,0.06190476190476191,0.24761904761904763
camp,0.07142857142857142,0.19047619047619047,0.023809523809523808,0.19047619047619047,0.0,0.2619047619047619,0.047619047619047616,0.21428571428571427
crook,0.07142857142857142,0.19047619047619047,0.023809523809523808,0.19047619047619047,0.0,0.2619047619047619,0.047619047619047616,0.21428571428571427
river,0.03278688524590164,0.09836065573770492,0.03278688524590164,0.06557377049180328,0.0819672131147541,0.1639344262295082,0.06557377049180328,0.45901639344262296
several,0.049999999999999996,0.17142857142857143,0.03571428571428571,0.08571428571428572,0.1142857142857143,0.17142857142857143,0.04285714285714286,0.32857142857142857
july,0.10185185185185186,0.12037037037037036,0.037037037037037035,0.07407407407407407,0.12962962962962962,0.19444444444444445,0.09259259259259259,0.25
average,0.07563025210084034,0.20168067226890757,0.033613445378151266,0.1050420168067227,0.14705882352941177,0.1596638655462185,0.054621848739495805,0.22268907563025211
year,0.06122448979591836,0.2040816326530612,0.0,0.06122448979591836,0.22448979591836735,0.12244897959183672,0.22448979591836735,0.1020408163265306
united,0.010050251256281409,0.22613065326633167,0.010050251256281409,0.08542713567839197,0.040201005025125636,0.05025125628140704,0.0050251256281407045,0.5728643216080402
states,0.017857142857142856,0.19642857142857142,0.03928571428571429,0.09285714285714286,0.0642857142857143,0.08928571428571429,0.024999999999999998,0.47500000000000003
little,0.061538461538461535,0.1692307692307692,0.046153846153846156,0.13333333333333333,0.09230769230769231,0.13333333333333333,0.08205128205128205,0.28205128205128205
2,0.035398230088495575,0.2153392330383481,0.05604719764011799,0.13569321533923304,0.10324483775811209,0.08259587020648967,0.04424778761061947,0.3274336283185841
areas,0.049450549450549455,0.11538461538461539,0.049450549450549455,0.09890109890109891,0.1208791208791209,0.18681318681318682,0.054945054945054944,0.3241758241758242
found,0.018975332068311198,0.0872865275142315,0.024667931688804556,0.06641366223908919,0.29411764705882354,0.08159392789373815,0.036053130929791274,0.39089184060721066
along,0.022727272727272728,0.09090909090909091,0.03409090909090909,0.056818181818181816,0.19318181818181815,0.17045454545454544,0.056818181818181816,0.37499999999999994
many,0.06070287539936102,0.15654952076677317,0.02875399361022364,0.14696485623003194,0.11182108626198083,0.12460063897763578,0.06389776357827476,0.30670926517571884
4,0.05014749262536873,0.18879056047197643,0.04129793510324484,0.1415929203539823,0.11209439528023599,0.09734513274336283,0.05014749262536873,0.31858407079646023
draw,0.16666666666666666,0.02777777777777778,0.0,0.19444444444444442,0.05555555555555556,0.2777777777777778,0.16666666666666666,0.11111111111111112
deer,0.05494505494505495,0.14194139194139196,0.04487179487179488,0.19230769230769232,0.08974358974358976,0.18223443223443225,0.041208791208791215,0.2527472527472528
