,word,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,nordic
1,danmark,0.10249671484888305,0.18791064388961892,0.0657030223390276,0.18922470433639949,0.08015768725361366,0.11432325886990802,0.07621550591327202,0.18396846254927726,d
26,sverige,0.09327548806941431,0.16919739696312364,0.0770065075921909,0.22559652928416485,0.06182212581344902,0.1399132321041215,0.06182212581344902,0.17136659436008678,s
286,dansk,0.12448132780082988,0.13278008298755187,0.12863070539419086,0.14937759336099585,0.07883817427385892,0.1825726141078838,0.04149377593360996,0.16182572614107885,d
305,svensk,0.09690721649484536,0.16082474226804125,0.09278350515463918,0.15257731958762888,0.10721649484536082,0.12164948453608247,0.05360824742268041,0.21443298969072164,s
483,svensker,0.10256410256410256,0.1794871794871795,0.07692307692307693,0.1282051282051282,0.10256410256410256,0.1794871794871795,0.07692307692307693,0.15384615384615385,s
783,danskere,0.044444444444444446,0.24444444444444444,0.13333333333333333,0.28888888888888886,0.0,0.022222222222222223,0.06666666666666667,0.2,d
