,negative,positive
0,17.0,98.5
1,61.0,83.0
2,110.5,408.0
3,42.5,164.5
4,1.5,12.0
5,5.5,26.5
6,14.0,24.5
7,30.5,34.0
8,31.0,24.0
9,12.0,53.0
10,8.0,45.5
11,1.5,12.5
12,7.5,22.0
13,4.0,7.5
14,5.5,40.0
15,9.5,50.0
16,9.0,10.5
17,25.5,59.5
18,9.0,14.5
19,4.5,11.0
20,23.0,36.5
21,35.5,88.0
22,3.0,22.5
23,3.5,17.5
24,4.0,14.5
25,7.5,25.5
26,3.0,7.5
27,8.0,34.5
28,7.0,26.5
29,4.0,30.5
30,4.5,7.5
31,4.5,13.0
32,3.0,15.0
33,3.0,15.5
34,2.0,10.0
35,3.0,21.0
36,1.5,6.0
37,1.5,6.0
38,1.5,6.0
39,1.0,6.0
40,31.5,59.5
41,1.5,5.5
42,1.5,6.0
43,3.5,8.0
44,16.5,47.0
45,2.0,7.0
46,14.0,53.0
47,2.5,9.0
48,7.5,29.0
49,11.0,32.5
50,8.5,31.0
51,2.0,5.5
52,12.0,39.0
53,2.0,6.0
54,1.0,5.5
55,7.0,19.0
56,7.5,17.0
57,4.5,29.0
58,51.0,64.0
59,2.0,7.0
60,1.0,6.0
61,1.0,5.5
62,15.0,35.5
63,20.5,101.5
64,10.0,20.0
65,8.0,29.5
66,3.0,7.5
67,1.5,5.5
68,1.5,6.0
69,9.0,17.0
70,5.5,12.0
71,5.0,9.5
72,2.0,6.0
73,9.5,16.0
74,15.5,31.0
75,1.0,7.0
76,1.5,6.5
77,4.0,7.5
78,4.5,7.5
79,4.5,7.5
80,1.0,8.0
81,1.0,7.0
82,3.5,7.5
83,6.5,21.0
84,19.0,64.5
85,16.0,59.5
86,3.5,7.5
87,1.5,6.5
88,1.5,5.5
89,1.5,6.0
90,4.5,15.0
91,1.0,6.0
92,6.5,29.5
93,17.0,65.0
94,6.0,11.0
95,1.5,8.0
96,1.0,6.0
97,1.5,9.5
98,16.0,32.5
99,6.0,17.0
100,2.0,10.0
101,10.0,28.5
102,9.0,25.5
103,3.0,10.5
104,1.0,6.0
105,8.0,18.5
106,6.5,17.0
107,1.0,5.5
108,2.0,6.5
109,11.0,27.5
110,1.0,10.0
111,1.5,6.5
112,1.5,7.0
113,1.5,9.0
114,1.5,7.0
115,4.5,14.0
116,3.0,21.5
117,2.0,16.0
118,2.0,16.0
119,3.5,26.5
120,2.0,16.0
121,2.0,6.0
122,1.5,7.5
123,1.5,5.0
124,3.0,7.5
125,3.0,20.0
126,4.0,17.5
127,3.0,10.5
128,3.0,10.5
129,7.5,23.5
130,6.0,28.0
131,1.5,8.5
132,2.5,8.5
133,1.5,5.5
134,2.0,5.5
135,6.5,11.5
136,2.5,9.5
137,1.0,6.5
138,5.0,12.5
139,2.0,8.0
140,1.5,11.5
141,3.5,6.5
142,4.0,10.0
143,17.5,40.5
144,53.5,144.0
145,1.5,10.0
146,6.0,16.0
147,7.0,9.0
148,7.0,3.5
149,3.0,43.5
150,5.0,11.0
151,5.5,80.5
152,2.0,10.0
153,4.0,9.0
154,9.5,23.5
155,10.0,26.0
156,6.5,9.0
157,0.5,10.5
158,3.5,6.5
159,6.0,9.5
160,6.0,5.5
161,3.5,16.5
162,6.0,9.5
